LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GOLD,BARRETT,15202,2099,1/5/2015 12:58
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GOLD,GUNNER,15202,2099,1/5/2015 12:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LILY,15229,2099,9/4/2014 11:34
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MISTER ZIPPY,15237,2099,9/2/2014 14:36
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SENNA,15235,2099,11/17/2014 15:10
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,BO,15143,2099,11/10/2014 11:20
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,COAL,15129,2099,11/13/2014 10:51
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,RIVER,15102,2099,11/13/2014 9:11
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,RED,LOUIE,15214,2099,11/13/2014 9:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,STONEY,15236,2099,11/6/2014 11:14
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ABBY,15147,2099,11/5/2014 12:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LEXI,15241,2099,10/31/2014 16:09
Dog Senior Lifetime Male,LABRADOR RETRIEVER,BROWN,RENO,15056,2099,10/31/2014 9:13
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,STANLEY SPIELMAN,15101,2099,10/28/2014 15:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,WINNIE,15239,2099,12/5/2014 8:09
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BRONN,15102,2099,12/8/2014 11:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,SADIE,15101,2099,12/12/2014 13:41
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CHARLIE,15084,2099,12/10/2014 15:41
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,GYPSY,15037,2099,12/10/2014 16:19
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JAKE,15131,2099,12/10/2014 10:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,SAMSON,15236,2099,12/9/2014 11:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GOLD,AUTUMN,15209,2099,11/21/2014 12:08
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,SEAMUS,15135,2099,11/20/2014 14:57
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,ROMAN,15139,2099,2/2/2015 13:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,AVA,15101,2099,11/20/2014 15:41
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CODY,15044,2099,11/26/2014 15:25
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,SILVIE,15209,2099,12/2/2014 8:42
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,MAX,15236,2099,12/2/2014 15:24
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,KIRA,15143,2099,12/2/2014 11:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BROOKS,15108,2099,4/22/2014 8:51
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,CALLISTTO,15025,2099,12/11/2013 16:03
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY,15044,2099,12/3/2013 15:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LIBBY,15236,2099,10/20/2014 14:26
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/GREY,AVA,15035,2099,11/27/2013 12:52
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,HERSHEY,15106,2099,11/19/2013 15:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MAX,15106,2099,11/19/2013 15:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/BROWN,COOPER,15135,2099,11/20/2013 15:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TUCKER,15239,2099,11/14/2013 16:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15071,2099,11/14/2013 8:41
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,ANGUS,15116,2099,11/15/2013 12:21
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,ANGUS,15116,2099,9/23/2016 10:26
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,DEMPSEY,15044,2099,11/15/2013 12:50
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,CHARLIE,15235,2099,11/14/2013 14:03
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,RIGLEY,15237,2099,11/15/2013 13:36
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BUCKEYE,16046,2099,12/20/2013 12:57
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,SAM,15025,2099,12/18/2013 14:26
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,HERSHEY,15234,2099,12/18/2013 14:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,CHEWBACCA,15143,2099,12/12/2013 16:17
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,OZZIE,15228,2099,6/6/2016 14:40
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SAYLOR,15235,2099,1/6/2014 9:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BAILEY,15236,2099,1/6/2014 16:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MYA,15202,2099,1/16/2014 8:26
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,MYA,15202,2099,12/10/2014 14:50
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MACEE,15202,2099,1/16/2014 8:54
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TANK,15129,2099,2/23/2016 12:36
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BERNIE,15238,2099,2/26/2018 12:30
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LOLA,15147,2099,10/17/2013 12:07
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,TIMBER,15227,2099,10/18/2013 8:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MAC,15108,2099,10/17/2013 16:17
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,LUKE,15122,2099,10/10/2013 15:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ZOEY KLEIN,15229,2099,10/8/2013 14:21
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,DUKE,15015,2099,9/25/2013 8:39
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,SYDNEY,15235,2099,10/7/2013 11:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15146,2099,10/7/2013 11:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ELLE,15237,2099,10/2/2013 8:50
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,TOBY,15146,2099,4/17/2014 10:51
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BO,15136,2099,10/28/2013 15:28
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,PEPPER,15090,2099,4/14/2014 15:49
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,TATER,15146,2099,10/22/2013 14:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GOLD,SOPHIE MCCAULEY,15143,2099,10/18/2013 12:59
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,BREE BRENINGHOUSE,15143,2099,3/5/2015 15:46
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GREY,LAYLA,15234,2099,2/3/2016 8:56
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ROXY,15126,2099,3/24/2014 9:41
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CHARLIE,15143,2099,11/4/2013 13:35
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,SAM WINCHESTER,15143,2099,11/4/2013 13:36
Dog Lifetime Male,LABRADOR RETRIEVER,RED,CROSBY,15143,2099,11/7/2013 13:06
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,LUCA,15106,2099,11/13/2013 14:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,FINLEY,15044,2099,11/13/2013 14:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CASEY,15237,2099,11/13/2013 14:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK/BROWN,LUNA,15227,2099,11/12/2013 16:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SYDNIE,15122,2099,1/27/2014 15:33
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,HAYLEY,15068,2099,1/27/2014 10:58
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,RIO,15237,2099,1/23/2014 12:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LEXI,15044,2099,1/28/2015 16:01
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SOPHIE,15065,2099,1/22/2014 14:28
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BO,15209,2099,1/22/2014 16:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CARMEN,15146,2099,1/23/2014 13:12
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HARLEY,15237,2099,1/16/2014 11:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15239,2099,1/22/2014 9:33
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY,15108,2099,1/21/2014 12:36
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BARLEY,15237,2099,2/7/2014 14:48
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DAISY MAE,15238,2099,6/23/2014 8:41
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,CHARLEY JANE,15044,2099,2/3/2014 16:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CHLOE,15084,2099,2/5/2014 15:16
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BUDDY,15084,2099,2/5/2014 15:16
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,REMI,15146,2099,2/3/2014 15:26
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BARNIE,15025,2099,1/31/2014 15:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15221,2099,4/21/2014 11:50
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,AUGGIE,15243,2099,2/3/2014 16:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,CASSIDY,15046,2099,3/17/2014 15:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15205,2099,3/12/2014 15:35
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,ZERO,15332,2099,3/21/2014 8:39
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,EMMY,15139,2099,3/4/2014 8:46
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,TAN,SCARLET,15228,2099,3/10/2014 10:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,STITCH,15143,2099,3/10/2014 15:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MAGGIE,15025,2099,3/11/2014 15:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LUPA,15235,2099,3/11/2014 15:35
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MIA,15065,2099,3/7/2014 8:57
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,DAISY,15084,2099,3/5/2014 15:03
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15102,2099,2/27/2014 14:50
Dog Senior Lifetime Male,LABRADOR RETRIEVER,GOLD,MAX,15137,2099,4/24/2014 14:06
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ZOEY,15235,2099,2/18/2014 11:07
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SIDNEY,15147,2099,2/12/2014 15:29
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,MOTTI,15202,2099,2/18/2014 11:22
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,JUNIOR,15090,2099,2/5/2015 12:26
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15102,2099,2/19/2014 15:11
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,EMMA,15044,2099,2/12/2014 15:29
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MOLLY,15101,2099,3/26/2014 15:43
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,JAMESON,15237,2099,3/31/2014 10:56
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAX,15136,2099,3/31/2014 10:40
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,JAXSON,15241,2099,4/4/2014 11:57
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,PENNY,15037,2099,4/2/2014 15:25
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JAXSON,15137,2099,4/7/2014 11:57
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,DAIZY,15137,2099,4/7/2014 11:57
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEIGH,15239,2099,3/25/2015 10:14
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ADELINA (ADDIE),15239,2099,4/8/2014 9:45
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,BLACK,CLYDE,15015,2099,4/15/2014 15:30
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,HERCULES,15056,2099,4/15/2014 15:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,OTHER,SARAH,15241,2099,4/15/2014 15:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,COOPER,15137,2099,4/10/2014 11:47
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CHLOE,15065,2099,4/11/2014 8:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SOPHIE,16046,2099,4/11/2014 15:07
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CHAMP,15090,2099,4/10/2014 9:01
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,IZABELLA,15235,2099,4/14/2014 13:51
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED/BLONDE,ABBEY,15237,2099,5/22/2015 10:30
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MITZY,15238,2099,4/23/2014 15:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,LEXI,15126,2099,4/22/2014 16:06
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ALLY,15237,2099,4/22/2014 10:36
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ISABELLA,15132,2099,4/21/2014 11:39
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ZOEY,15090,2099,5/19/2014 9:31
Dog Senior Lifetime Female,LABRADOR RETRIEVER,BLACK,ABBY,15241,2099,5/8/2014 15:21
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,JUNIPER,15221,2099,5/3/2017 14:49
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BEAN,15102,2099,5/5/2014 15:30
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,NUGGET,15120,2099,6/2/2014 8:59
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAUI,15147,2099,5/19/2014 14:18
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BRANDY,15237,2099,5/27/2014 9:55
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CHARLEE,15147,2099,
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,YELLOW,CHARLEE,15147,2099,6/5/2014 13:59
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,WILLOW,15122,2099,6/11/2014 8:49
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BEIGE,TIPPY BLU,15090,2099,6/9/2014 10:28
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,WINNIE,15146,2099,6/9/2014 16:12
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,WINNIE,15146,2099,10/20/2014 10:28
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CALLIE,15143,2099,8/22/2014 9:49
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BENNY,15229,2099,8/22/2014 9:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LEELA,15071,2099,8/25/2014 11:06
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MYA,15209,2099,8/25/2014 11:06
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BROWN,REESY,15131,2099,6/1/2016 14:26
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,REESY,15131,2099,9/2/2014 9:32
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SASSY,15102,2099,2/23/2017 15:04
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LEXI,15221,2099,8/11/2014 15:16
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KOKO,15049,2099,8/15/2014 15:25
Dog Lifetime Female,LABRADOR RETRIEVER,RED,ROSIE,15090,2099,8/14/2014 16:14
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,HENRY,15212,2099,8/15/2014 10:34
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,RILEY,15146,2099,8/19/2014 15:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,VEE,15106,2099,8/20/2014 8:43
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MURPHY,15237,2099,1/29/2015 13:17
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,HARLEY,15239,2099,1/25/2016 9:45
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GREY,JAX,15239,2099,8/21/2014 8:50
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY,15227,2099,8/8/2014 12:53
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,ZEEVA,15238,2099,8/8/2014 14:48
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,GREY,FAITH,15116,2099,2/9/2018 13:18
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15037,2099,12/18/2014 16:23
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLONDE,MILO,15235,2099,10/30/2015 10:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,WESLEY,15241,2099,7/28/2014 15:23
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15116,2099,7/28/2014 15:31
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,GUNNER,15108,2099,11/14/2014 15:51
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,BREYA AKAMAN,15131,2099,7/28/2014 12:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,SAMMY,15143,2099,7/22/2014 8:48
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,KONA,15228,2099,7/25/2014 14:23
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAXIMUS,15237,2099,7/2/2014 12:40
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,JORDAN,15024,2099,7/3/2014 15:31
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TOBY,15133,2099,7/8/2014 15:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,WALLY,15131,2099,7/11/2014 8:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,PENNY,15102,2099,10/7/2014 15:31
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,SPOTTED,MAX,15084,2099,7/7/2014 14:50
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,TESSY,15090,2099,7/16/2014 14:59
Dog Senior Lifetime Female,LABRADOR RETRIEVER,YELLOW,ANNIE,15044,2099,7/17/2014 9:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,ROCKY,15044,2099,6/19/2014 11:58
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MAVERICK,15132,2099,6/16/2014 13:01
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,ECHO,15146,2099,6/16/2014 13:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ZOEY,15005,2099,6/12/2014 13:50
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,COOPER,15237,2099,6/25/2014 11:27
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15131,2099,6/30/2014 10:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LULU,15101,2099,6/30/2014 10:25
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ZUZU,15146,2099,11/22/2017 15:36
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,NASH,15237,2099,6/23/2014 8:41
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CREAM,MAYA,15106,2099,6/24/2014 13:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,OAKLEY,15101,2099,5/21/2015 15:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,COLT,15243,2099,2/8/2018 12:48
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,DIESEL,15236,2099,2/6/2018 14:18
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,INDY,15241,2099,2/7/2018 14:41
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,INDY,15241,2099,2/9/2018 15:10
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,STELLA,15090,2099,2/7/2018 13:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,WILLOW,15044,2099,2/14/2018 11:30
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,SCOUT,15037,2099,2/14/2018 8:05
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BEAR,15034,2099,2/23/2018 10:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,HUEY,15144,2099,2/26/2018 15:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,MILLIE,15102,2099,2/26/2018 15:12
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,PEACHES,15235,2099,2/26/2018 16:20
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,COOPER,15116,2099,1/9/2018 14:43
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,CHARLIE,15229,2099,1/9/2018 15:03
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/BROWN,MILO,15136,2099,1/9/2018 14:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/BROWN,BENTLEY,15136,2099,1/9/2018 14:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HALEY,15239,2099,1/9/2018 14:43
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BENNETT,15102,2099,1/5/2018 15:11
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,SOVIOR,15237,2099,1/5/2018 14:08
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,ACE REO,15025,2099,1/18/2018 11:01
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,BLACK,JAXON,15108,2099,1/19/2018 9:56
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15044,2099,1/12/2018 14:22
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,RIOT,15116,2099,1/19/2018 12:25
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,RASCAL,15116,2099,1/19/2018 12:25
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BAYLEE,15090,2099,1/24/2018 12:07
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15202,2099,2/1/2018 10:19
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SIDNEY,15243,2099,2/6/2018 8:52
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,RUBY,15071,2099,1/25/2018 10:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GOLD,MOLLY,15132,2099,12/7/2017 14:48
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,TALES,15108,2099,12/6/2017 15:28
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,MIGHTY,15237,2099,12/5/2017 16:02
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,SHILOU,15227,2099,12/4/2017 14:55
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,HARRISON,15101,2099,11/30/2017 15:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CHARLIE,15014,2099,11/21/2017 8:52
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SHADOW MARIE,15045,2099,11/15/2017 16:07
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SHADOW MARIE,15045,2099,11/15/2017 14:55
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COCO,15131,2099,11/20/2017 13:47
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,ROYCE FREITAS,15228,2099,11/20/2017 13:59
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,CHARLIE BROWN,15228,2099,11/20/2017 14:09
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,AURE,15116,2099,11/22/2017 14:29
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,RUBY,15102,2099,12/28/2017 15:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,NELLI,15239,2099,12/28/2017 15:12
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MOBY,15238,2099,12/21/2017 13:33
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,CLEO,15238,2099,12/21/2017 13:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/BLACK,SCOUT,15237,2099,12/21/2017 12:54
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ABBY SARACCO,15143,2099,12/8/2017 15:16
